word,frequency
geotehničar,2
gatar,1
čeko,1
osnovina,1
tematizovanje,1
pedagoška,2
rednja,1
zaboravnost,1
insajder,2
kapsula,3
cezijum,2
trnjak,1
"10,5",1
fransui,1
kombre,1
gvinejski,1
konde,1
endemski,1
titanijum-diokssid,1
ojutolg,1
rasizam,3
broderik,1
komesarka,3
jakobs,1
stausholb,1
icijativa,1
kardiologija,2
tomika,1
tomica,1
zauzeće,3
alarmantni,2
obešteti,1
minel,4
otuđenost,1
šalterski,2
136.,2
ispostav,1
sjenički,3
uvac,2
štavlja,1
despotovac,2
nevreme,1
lopardinca,1
90%.,1
lopardinac,1
tradati,1
naslednica,1
nesvrstanost,1
punjač,3
agregati,1
loznica-valjevo-lazarevac,1
iverak-lajkovac,1
loznica-valjevo,1
obradivati,1
markovi,1
birodi-ja,1
2.406,2
dubrovački,1
jednoipogodišnji,1
neutralno,1
tanjug,1
tanjuga,1
zaigrasati,1
crnojević,1
rangiranje,2
karikaturni,1
pulen,2
snježan,1
razglednica,1
jačina,1
kamora,1
kozanostar,1
omerta,1
bermudski,2
vraniti,1
rosandić,1
jakoba,1
kategorisan,2
nestručno,2
samoneznalica,1
eksporejšen,1
dovelovoran,2
autoritativan,1
ustavljanje,1
sveso3,1
sveso,1
reri-ja,1
salamis,1
učiteljski,3
devijacija,1
ulaženje,2
urgencija,4
206.,2
kubikaž,1
montirati,1
tehničke-komunioanioni,1
femiced,1
5.500,2
kontejnerski,1
mehanizovan,1
vibracija,1
šutšanja,1
lišća,1
ovacija,2
nestorovoć,1
freska,1
bagdali,1
sakriven,1
kanada,2
švrćkati,1
tužiteljak,1
dopuđ,1
studenski,13
trajanović,2
damasku,2
klana,1
tužilja,1
nepotkrepljen,1
osujeti,1
zemljoradnič,1
cunamija,1
simulovati,3
zadrugar,1
tužilje,1
šikanija,1
olim,1
tužilj,1
104?,1
neodoljivo,3
orson,2
velsa,1
vels,1
snimo,1
apokalips,1
uspaničiti,2
latina,1
audijato,1
alter,1
pars,1
uobraziti,1
nepobitan,3
ispolitizovan,1
topioničarski,1
fosforni,1
tripolifosfat,1
tripol,1
penzionar,1
proleteri,1
preporoda,1
niov,1
bodrum,1
žalit,1
koncesionar,1
european,2
holdings,1
jarondolski,1
vanupravan,1
pečata,3
tolk,1
novoostvaren,1
destetostruk,1
parni,3
elektrodijaliza,1
isplativija,1
čvarac,1
samoinicijativan,1
22%.,1
opšte-fizički,1
španac,1
škoti,1
"0,03%",2
poenat,2
beležak,1
steno-beleški,3
istovrstan,1
istovetnost,2
opredel,1
istovrsnost,1
decidati,1
inbetilati,1
divelopent,1
majmun,2
tenak,2
neodlučan,2
ubedit,1
brbanić,1
uznemirenost,2
učvrštiti,1
nevaljan,1
narudžba,1
razdvojenost,1
kontradiktorno,1
elaboriranje,1
tiketiranje,1
jahač,1
postojan,1
globalno,2
umarširati,1
alibijanić,1
rezolutan,2
deprimirati,1
fatalistički,1
prizvuka,1
fiksirati,1
brže-bodje,2
mutirati,1
nindža,1
kornjač,2
eliksir,1
prostat,1
osvit,1
dos-ov,1
obrenovački,1
poželjno,2
kopačiti,1
ona-oni,1
odneći,2
tamnica,1
kruški,1
preuređivati,1
marinik,1
međusob,2
zablokirati,1
kaliju,1
68.000,2
promilo,1
accidents,2
prahovo-zaječar-bor,1
natovaren,1
fosforan,1
izum,1
presvet,1
preosvesen,1
ilarion,1
gdoina,1
utisac,3
mamogram,1
obolesti,1
oboleliti,1
zastašivanje,1
počan,1
srbija-centra,1
jonski,3
kalijumov,1
ugljenikov,1
provodljivost,1
pregrevanje,1
samozapaljenje,1
parkiralište,1
izdržljiv,2
zaplakati,2
pangun,1
bugenvil,1
respiratoran,1
dinaman,1
pilbar,1
parker,1
zeland,1
multidisciplinaran,3
eksperimentisati,1
prekršeti,1
folsvagen,1
desetodnevni,1
premetati,1
raskrsnik,2
skepticizam,1
uvijanje,1
indukovan,1
2040.,4
diversifikovati,1
zalih,3
komunikacioni,4
ranjivost,2
fatih,1
birol,1
neusklađenost,1
kontrolisanje,1
snabdevač,2
neiskorišćen,2
oblikovan,1
ušuškan,1
trampiti,1
upinjati,1
podmukati,1
posegnuti,2
trojni,1
trpel,1
tančina,1
irono,1
nedozvoljavanje,1
požežanki,1
požežati,1
punje,1
žarati,1
susreteti,2
propagator,1
tutnjava,1
lokomotiva,9
dokopati,2
cementiranje,1
kijev,2
stožerov,1
poslušnički,1
šipak,1
razvlast,1
šarenolik,1
tračak,2
definiša,1
briljantan,2
šapčanka,1
štampajte,1
pokoljenje,2
filozofiranje,1
planetaran,1
demistifikovan,1
šibicarski,1
geonauka,1
hemijsko-biološki,1
tehničko-naučan,1
kontraefekat,1
razliti,1
smerno,2
pregoniti,1
vulgaran,2
mačvi,1
raznolika,1
lepa!,1
mnogaja,1
tipičati,1
daniela,1
lovrin,1
koreniti,2
stupnik,1
cikotam,1
draginjac,1
vagina,1
neraskidiv,1
borax,1
molekularski,1
kristalan,2
poverljivo,1
probne,2
rotacioni,3
jagnjet,1
ražnja,1
bajden,3
florida,3
morbidni,1
nekrofilski,1
poimanje,1
eksperimentisanje,1
pitar,1
nediplomatski,1
dignitet,3
bunt,12
neposlušnost,1
promotor,1
prolongiran,1
projektat,1
energy,1
tiringija,1
brandenburg,1
wiedersehen,1
trampa,2
kamalo,1
realizujući,1
pecati,1
profesionalnost,4
invalidan,1
5.800,1
montop,4
bosket,4
eklatantniji,1
popukantan,1
intimus,1
tinto-a,1
dilemiti,1
kilibristika,1
mnooo,1
paslo,1
cokul,1
skinheda,1
metao,1
bulevare,1
idiotski,3
insajderski,3
dušiti,1
kominika,1
demistifikovati,1
mističan,1
gvožđe,1
mistično,1
anti-litijumski,2
prestraviti,1
siromašenje,1
osujećenje,1
iskopavan,1
minje,2
disciplinivati,1
neusvojiv,1
fluoro-vodononičan,1
antievropski,1
fijaker,1
antilitijumski,2
pogonski,1
dobijen,1
molekularan,2
umiti,2
kapućino,1
skina,1
felna,1
videk,1
interfon,1
tvojiti,1
obavljaš,1
bahata,2
mizogen,1
tato,1
norvolt,1
džab,1
slepo,1
džem,1
osmočasovan,1
uzbuna,2
nestaditi,2
poter,1
tragač,1
blef,1
ucrtati,2
vidim,1
propadan,1
polufinal,1
fajnal,1
evroliga,1
strovaliti,2
baksuz,1
osušiti,2
kviza,2
nesuvisal,1
pogasiti,1
švercovanje,1
2.164.336.,1
180.000,8
brnbić,1
silas,2
poparan,1
radmilović,1
3.432,2
617.760.000,1
ekstaz,1
deformisati,1
rumen,1
četvorodnevni,1
raspolućenost,1
amaterizam,1
počišten,1
sveznalica,1
iskopina,1
predratni,1
kulak,2
salaš,1
lakej,1
taliban,2
&sark,1
preduhitriti,1
neureden,3
1700,2
ćićevac-varvarin,1
17000,1
sročen,2
neurediti,1
atribut,1
unuciti,1
pustošenje,1
potkupljivati,3
pogodan,4
zažmuriti,3
krajnje,1
neuverljivi,1
blekrok,3
pozajmiti,2
dobrotvor,1
trovasti,1
monas,1
zamonašiti,1
česitost,1
ginekoloza,1
gučevo,1
kunuti,3
direktorica,1
324.000,1
šljivika,1
plaćajte,1
reon,1
kokanovićev,1
popločan,1
zombija,1
katančenje,1
visokoplaćen,1
sovi,2
lilong,1
priloziti,1
elektrotehničar,1
čestica,1
doboš,1
nagomilati,3
etiketiran,1
linčovan,2
pridodati,3
naumovo,1
naprviti,1
konfuzno,1
neprimenjiv,1
dubiozan,1
ekonimist,1
opsedati,1
zulumćara,1
produžavanje,2
frulaš,1
ugljendioksid,1
dostajati,2
vrišteći,1
primerka,1
dioksid,1
vrljni,1
dičan,1
pečinski,1
praznoglava,1
keretati,1
.goriv,1
prazniti,1
"0,008%",1
osamstohiljaditi,1
"0,0007%",1
vrsni,5
kradljivči,1
sanduk,4
glasina,2
dvoglava,1
kartika,1
nebrojano,1
pucanj,6
profesura,1
katoličanstvo,1
patenat,1
proglašavan,1
mikrobaterija,1
teslina,1
graca,1
kuvajt,1
stakl,4
demagog,1
oblak,3
ludistički,2
gospodnja,1
špijunčina,1
vučuć,1
pričica,1
žedan,1
sudariti,2
avan,1
legao,1
zaseniti,3
urnisati,1
podrinjati,1
minta,1
svstski,1
strig,1
žurnal,1
zoznlozan,1
zazht,1
vakcinisanje,1
visokokvalitetan,1
posavina,1
isušivanje,1
snižavati,1
nadogradnja,1
rasejavati,1
verovanje,2
anti-naučni,1
nepouzdan,1
začinjen,1
sumanutost,1
čauš,1
ćehaj,1
tinti-lint,1
neuračunljiv,1
tjenanmena,1
izgaziti,2
brozov,1
saraniti,1
delti,1
strašiti,1
vrana,2
morsbiti,1
hercegovački,1
šajkač,6
šajkača,1
cer!,1
kajmakčalati,1
kulin-kapetan,1
pogledavati,1
raniš,1
apolon,12
naočitost,1
zajapuriti,1
posmrzavati,1
ovojiti,1
kontraverza,1
potezati,2
deformacija,1
administriranje,1
utešan,2
salamit,1
malecni,1
isteklo.,1
…dab,1
frapantan,1
citira,1
ohrabrujući,3
hemisfera,1
žučno,1
dvanaestiti,1
1873.,1
brnjica,1
krasava,1
đetinji,1
poneki,1
125.,3
protokolaran,2
nastavno-naučno,2
ispoljiti,2
obrazlož,1
svemoćan,1
primiriti,1
2024,4
142.,2
preminuli,1
10.50,1
213.,1
uredni,1
devetnaest,1
aušvic-birken,2
kraljevstva,4
uzajamni,8
potvrđivnju,1
sace,5
200.000.000,2
societe,5
ovlašćenn,1
vodećih,1
dokumentacione,1
finansijskih,1
navedeni,1
delu,1
priloga,3
prvobitnih,1
zamodav,1
deutsce,1
otrordniva,1
investicionim,1
fondodima,1
javnom,2
ponudom,1
betržni,1
beležništvo,4
modernizacije,1
železničko,1
sektora,1
primenom,1
višefaznog,1
programskog,1
međunarova,3
neminovno,2
unapređenja,1
zemljišnn,1
administracije,1
4.600,1
kreiran,1
strukturiranje,3
neposlovanje,1
briksu,1
integracioni,1
multipolaran,3
očitija,1
hegemonizam,1
novonastao,1
priključivanje,5
ekonomsko-polički,1
prinuda,4
165.,2
bespredmetno,2
snabdeti,1
opoziv,1
restriktivno,1
pristupačnost,2
190.,2
skinući,1
hoćet,2
126.,4
transbalkanski,1
tunelski,2
makiški,2
fakturisanje,3
recipročan,1
konzularan,9
predstavništav,7
priredba,2
minamat,1
generale,4
višefazan,1
"178.382.740,33",2
aktiengesellschaft,2
filiale,2
hong,2
sinosura,2
zamisliv,1
vladana,1
zagrađanina,2
279.,2
vuvuzeti,27
nanošenje,3
služit,1
polivati,4
reč­­,1
rejtinag,4
osamnaesti,1
idemo!,1
pobediti!,1
milenkovića,1
vujić,11
republičkog,2
penzijsko,1
invalidsko,1
osiguranna,4
zdrodamelo,1
vojnih,1
osiguranika,1
nacionaln,1
stoimenov,1
saglasnot,1
igrama,1
sreću,1
energetic,1
začuđujući,2
srbije-nov,26
114.,2
115.,1
117.,1
118.,2
119.,1
122.,1
129.,1
penzijs,1
invalidskom,1
osiguranj,2
pranja,2
novca,2
teroriz,2
razvojn,2
zaduženj,2
akcionarskog,2
društva,2
elrktro,1
regionalni,1
energets,1
efikasnosti,1
prenosnom,1
sektoru,1
transbalkannk,1
elrktrovaerggeti,1
javnoj,1
svojini,1
tunelske,1
veze,1
ulice,1
dunavske,1
padine,1
depozita,2
agenciji,1
143.,1
porezu,1
dodatu,1
podesti,8
levi-front,1
poslenički,27
pokreniti,1
razvoja,3
operato,1
prenosnog,1
sistema,3
arabije,2
jačanja,1
navodnjaanneee,1
različiti,1
područjia,1
dobri,1
poslovi,1
memorandam,1
rroumev,1
austrij,1
reciprdano,1
pristupu,2
tržištu,1
izdržavana,1
lica,1
karijerni,1
konzularnih,1
predstavništava,1
konvencije,3
evrope,2
manipulisanju,1
sprrtdki,2
takmičenjima,1
integrisanom,1
sigurnosti,1
fudbals,1
utakmic,1
drugim,1
priredbama,1
prevencije,1
nroaravat,1
bolesti,1
minamata,1
živi,1
strategi,1
energetie,1
projekcijama,1
konkurencije,2
đošić,1
zečar,2
erak,1
veinović,2
đilas dragan,1
odustan,1
milenković,2
milojević,3
miljana,2
makević,5
kukrika,3
razrešenj,1
upravnog,1
akreditaaiju,1
obezbeđenn,1
kvaliteta,1
visokom,2
obrazovanu,5
278.,3
drobnjaka,1
teretni,1
putničko,1
mimoidati,1
pogina,1
pružni,16
presecati,1
1925.,1
novović,1
stavljan,3
branica,8
automatizovan,2
automatizovati,2
ručno,1
manuelno,1
brčko,2
odosčeti,1
krijumčar,1
sakatiti,1
gonjenje,4
dvogodišnji,3
alarman,2
zasenak,1
samofinansirajući,15
osnovnoškolac,1
mrsiti,1
postiti,2
gostiti,2
požarevac-golubac,3
vezen,1
bojkoti,1
rektorski,16
provustiti,1
prelagati,1
omražen,1
otpočaniti,4
mirovanje,3
redefinisati,5
odabira,3
nestorovićeva,1
uočljivost,1
gasovodan,5
primopredajni,4
sort,3
vozan,2
eurofima,2
solarno-termalan,6
readmisija,7
tuval,5
dkti,2
crs1028,2
1029,2
akceleracija,5
cg/jj,1
bolivarski,2
gvatemale,2
antigva,5
barbude,3
odveo,1
skupptina,1
odeta,2
ministre.,1
suzatac,4
roleks,6
osamostati,4
uđeta,1
moždan,11
trubiti,13
pištita,4
skandirajte,1
dovikovtiti,1
neljudi,1
instrumentalizizati,1
vrištiti,3
visokoškolstvo,1
dižeš,1
ućutkivati,1
totalitarizam,1
jasmin,20
dekanski,1
konstelacija,1
dizalo,2
dizali,2
51.000.000,1
150.000.000,1
80.000.000,1
kasna,1
trudnik,6
leševa,1
ugrejati,1
čistiti,2
obaziriti,1
reanimirati,1
veroučitelj,4
preduniverzitetski,2
refundirati,7
upuštati,1
veslanje,3
barati,1
udvostručivati,1
2065.,1
humanija,1
učeći,2
povlađivati,2
isturati,3
hipokratov,3
svemirski,1
esnafski,1
računski,2
školica,1
zibo,10
ziboa,6
šangaja,5
peškir,1
"76,6",2
nomenklatura,2
motorcići,1
toplan,1
gretiti,2
zibou,3
internat,2
parirati,2
petomilionski,4
zizok,2
stereotipa,4
transatlantski,1
primat,1
transpacičički,1
crevo,1
izongovoran,1
prevrat,4
zverski,1
danta,1
filipa,1
argentija,1
grešnik,1
raskomadati,2
krviv,2
čegrtaljki,1
uhljebljenje,1
jasmini,6
"15,97i",1
osamostaljivanje,4
jemstvo,12
eura,6
izmiriti,4
pokriveti,1
založan,1
antidskriminacioni,1
naglog,2
polipa,1
žica,2
bacan,1
razbežati,1
takoreti,2
čovečanski,1
raspetljati,1
gordijev,1
edikt,5
razgovetno,1
preobražaj,1
pravopoznanje,1
potonja,1
dositej,2
alas,1
crnjanski,3
verujući,2
religiozan,1
bednuti,1
ograđivati,17
ništavila,1
nestajanje,1
survati,1
biber,27
spreja,16
jaštiti,2
kontra-miting,1
trestiti,1
halabuk,2
sapatnik,1
ograniti,3
jašiti,1
koljiti,1
raspust,2
naukiti,2
azbuka,2
nastrešnica,16
grebati,1
selfija,1
dičiti,3
privezati,1
liberalno-fašistički,1
liberalno-fafistički,1
pištiti,5
preciziranje,2
matura,2
2029.,4
zasnivanje,3
pups-proletera-poljoprivrednika,1
obimnost,1
oblasni,1
3.520,5
prionuti,1
studiozni,1
olenjiti,1
parlog,1
interesent,1
osavremenjivanje,2
pups-solidarnost,1
odmeren,2
samofinasirajući,1
750.000,2
2.422.500,2
223.693,1
3.187.500,1
pišta,2
vrište,3
umanjivanje,1
mikrokredencijalilal,1
definisan,1
raciti,3
doven,1
odnesiti,2
dunje,2
markovići,1
bahatiti,1
bando,1
upreti,2
jači,1
hepening,2
nesvakidašnji,2
donik,1
bjert,1
krutija,1
vetevendosje,1
olovak,1
ometiti,1
zadivljivati,1
spravica,2
čegrtaljak,7
duval,1
skakutao,3
gađajt,2
upresti,1
požaran,1
staložiti,2
nerođen,3
pirotehnik,3
dezerter,1
zgarište,1
jovanovićev,1
konopac,1
drag,1
siktanje,1
tili,1
košuljčica,1
nervozno,1
odmahivati,2
unapređen,1
gadni,1
javati,1
inventi,1
radimo!,2
gađajte,1
gađajta,1
prelepa,1
akcentirati,1
požarevac-gradište-golubac,1
prelepiti,1
serdapski,1
20/25,1
53.529,2
sad-rum,1
ćorka,1
guliti,1
stajić,4
6.050,2
sonje,9
spuštanje,6
nuspojav,1
svrgan,2
izvanati,1
pedagogija,2
bezgranično,2
izgarati,7
podučavanje,1
pedag,6
pestaloc,2
popeti,3
siledžijski,3
blokader,20
gruhonjići,2
bakići,2
pavićevići,2
đorđevićka,2
baucali,2
konkorti,1
radonjići,1
sinani,2
veselinovići,2
đilasi,2
jovanovići,1
ispiti,2
pedaga,2
jaja,2
vodiljati,1
ozulen,1
profilisati,1
kaskati,1
preopterećen,1
povlađivanje,1
ništavost,1
dockan,1
neugodno,1
krštiti,2
ateista,1
besprizorno,1
neoprostiv,2
adrian,1
jačatiti,1
sijem,2
bescarinski,2
cenovan,1
tarifan,5
fazno,3
"8,1%",2
usađivanje,2
strašenje,1
noža,2
uličarenje,1
ispoljavati,2
beganović,1
pobegulje,1
omanji,1
sokak,1
olja-vizija,1
borko-vizija,1
stefanović-kovačević,1
piratski,1
kablovičar,1
kabla,1
antihrist,1
komunjar,1
jemčen,1
309.,1
antifa,3
stanarski,1
jajara,2
pouzemijijiji,2
instruišati,1
štit,2
sprejati,1
poprskati,2
muškarčina,2
duvajta,1
gađal,3
slobodoljubiv,2
tompson,6
idola,3
severine,1
fleksibilno,1
oblizovati,1
pljuvački,2
ponajbolji,1
promukati,1
adolf,1
hitler,1
rajhstag,1
idol,3
fanatikak,1
"21,5%",1
bezkamatan,1
prepadan,1
umasti,3
umrlati,1
svevišnji,1
sačekuš,1
lavirinta,1
bratanica,1
frajati,1
kolovođe,3
abolicija,2
kontrarevolucija,8
ivkovića,1
gimnazijski,1
difficiti,2
sunt,2
audemus,2
quia,1
unesriti,1
čestita,2
danjiti,1
čamuti,1
autoputić,1
okruniti,1
autostrada,1
dinastija,1
sinan,1
rediteljski,1
šljiva,1
ogrnuti,1
erić,2
knjižika,1
diletantski,1
deklamovati,1
garderober,1
dobriciti,1
nagrdisati,1
onoćisati,1
zacrnisati,1
sunciti,1
srditi,1
oljagati,1
gordost,2
poruga,1
pletiti,1
posrn,1
zgrbiti,1
hristov,1
raspetati,1
ganuti,1
milene,2
ozeblo,1
ganuo,1
monah,2
simeon,2
hilandaru,2
rastku,1
zavide,1
župan,1
žali,1
doploviti,1
koliba,1
baraka,1
trošno,1
uzidati,1
građe,1
kadra,1
udaz,7
zavideti,2
dažašnji,3
skinut,1
bandit,1
sladak,1
slobodo,1
trudan,3
nerodin,2
tanjga,1
poubijati,2
lutka,3
video-b,1
senti,5
mališić,1
sašu,2
serdara,1
maločaj,1
martovska,1
cezar,1
sjajni,1
peter,1
handke,1
rajej,2
mrstiti,1
divljina,1
džungeti,1
ketanović,1
10.37,1
podviti,2
volter,1
haufman,1
saznavesti,1
džabe,1
adamovićev,1
kupa,1
drogiran,1
sedlara,1
začuditi,1
zatrliti,1
aljbinov,1
duvanje,1
nalaženje,1
nekanalisan,1
neljudski,3
parlement,1
praškvom,1
duniti,1
naklon,3
kolegijalan,1
jovanovićeva,1
javašluk,1
daira,1
koštana,1
narikač,3
narikivati,1
ponor,2
jače,1
javašluka,1
uvrštavanje,1
duvac,1
duvator,1
duvadžija,1
duvač,2
uzbuđivati,1
sprej,15
padobranka,1
bitangati,1
deminutiv,1
umanjenica,1
prelija,1
uzrujan,1
delanje,1
vandalistički,1
trubač,1
bezoružati,1
okidač,6
inverzija,2
2024/2025.,2
vandalski,3
124%,1
1.190,1
"133,7%",1
bebe,1
kučeta,1
omesti,2
31.000,1
742.500,1
124.279,1
čuvajta,3
izdešavati,1
bibeti,1
primerak,2
heroin,1
larmati,1
krizni,3
heteroseksualan,1
dvora,2
pravovreme,1
bebimiks,1
legendo,1
bespredmetan,2
nasrtanje,1
grdno,2
duvački,1
perković,1
nedeljko,1
starca,1
vukašina,1
klanje,1
prišao,1
žile,2
triganović,2
odsečiti,3
ustaša,4
zakoljati,1
iščupati,1
djeta,1
ranka,1
čizma,1
hemat,1
barjaka,3
vuvuzela,4
zasuti,2
praška,1
felera,1
pravosnažan,1
osnaziti,1
dvocifreno,1
ruma-šabac-n,1
skandirati,6
hobi,1
pirotehnički,1
europa,1
nostra,1
kulturno-društven,1
30.2.2022.,1
simić,1
spomen-kompeks,1
prebijen,1
timočka,2
krajan,1
boranka,1
očevidac,1
borska,1
devolac,3
redar,3
prsluka,6
naleteti,2
dobrodošal,1
olaki,1
spreza,1
upetljati,1
prisiljavanje,1
ješić,3
modesta,1
zaviditi,2
autom,1
bangav,1
potkupljiv,2
31.12.2018.,1
objavljivan,2
kosekvenca,1
nopredan,1
transparentnija,1
putujući,1
uviđati,3
pumpati,5
živela,1
izađesti,2
odasti,1
poraniti,1
prostot,1
načeti,2
posumnjati,1
segregacija,1
vani,1
anuitet,2
iznajmojen,1
legalizovan,2
ponući,1
dogležav,1
protivpožaran,9
politi,2
nagutati,5
zasiti,1
1325,1
zreo,1
diveti,1
blaž,3
vlasitit,1
testis,3
kulinarski,1
umeliti,1
maštovit,1
poučeti,1
seks,1
pekiti,1
bariti,1
poširati,1
mutiti,1
dradova,1
službenicima,1
nedoslednost,1
opstrujisati,1
državiti,1
konkursni,3
konkursno,1
interni,2
gavrilo,7
skuppština,1
donoći,1
socialno-ekonomski,1
žučan,2
fluidnost,1
stanodavac,1
nužda,1
miks,1
polurob,1
austrijanac,1
poznepozan,1
vlastodrškak,1
intesa,2
izjedati,1
dislociran,1
vilica,5
salapuru,1
čemer,2
platama,1
dradovan,1
službenika,1
nameštenn,1
izvozu,1
uvozu,1
robe,1
dvroteva,1
poljoprivredi,1
ruralno,1
razvojuu,1
sarordala,1
putevima,1
interresoran,1
lakićevića,1
petogodišnji,3
82.000,1
periodičan,3
kodati,1
vozački,2
izazivač,1
kontradiverzioni,1
detektor,2
arbitrirati,1
pritvaranje,1
kaputa,1
rendgen,2
pipkati,1
životi,1
farba,4
prizor,2
borka,1
dno-dan,1
619.000.000,1
elektriti,1
noževiti,1
pogotovu,1
elektrošokov,1
kradesti,1
garanti,1
krediti,1
prevreme,1
subvencioniša,1
instragra,1
pravu,1
beppldan,1
akcije,1
novčanu,1
naknadu,1
ostvaruva,1
postupku,1
privatizacije,1
kakofonija,1
lisica,13
meritum,2
obrčeja,2
javnog,2
preduzeća,2
srkijags,2
distributivne,1
mreže,1
uključujući,1
merne,1
stanice,1
rehabilitaciju,1
gasovodno,1
transportnia,1
garosada,2
banca,1
osnovu,1
kreditu,1
razvodnog,1
leskovaccvarnn,1
15/3,1
jj/mj,3
beograd-valjevo-,1
stav3,1
hipotekovan,1
menični,1
blanket,1
nevraćen,1
meničan,1
banket,1
derovova,1
poslovanju,1
nrosjej,1
banci,1
priznavanju,1
sorti,1
poljoprivrednog,1
elrotroprivr,1
obnovlvaia,1
izvora,1
energije,1
vmrook,1
umnogom,2
agend,3
protiv-požaran,1
osnovama,1
obrazov,1
varoidava,1
osnovnv,1
vaspitanju,3
srednjem,2
evidenciji,2
strčre,2
vlronika,2
-142,1
-143,2
kostolac-vetropark,1
343.,2
przzeman,1
noćas,14
bačić,12
boljševički,5
plenumaš,9
bokser,5
nepodnošljivost,1
lazaru,3
žandarm,2
uniformisan,1
otelovljivati,2
praro,2
zauzimanje,4
opkoljavanje,2
okruživanje,1
raširiti,2
bezkonfliktan,1
raspaljivati,1
parizeti,1
mirovina,1
stiropor,2
uduplatiti,1
samozaduživati,1
drekslmajer,1
unižen,2
e-karton,5
rizis,1
vendor,2
obolel,1
toner,2
arhivski,1
e-recept,1
izmirovati,1
"44,5%",1
politikantvtvo,1
protivzakonito,2
razoružanje,2
posednica,1
belorusko,1
holding,1
minsk-,1
majak,1
berg,1
6mene,1
50-60,1
utuživati,1
abnormalan,1
loženje,1
višednevni,2
doušnik,1
provokator,2
pravite,1
dovući,2
palica,7
presuđivan,1
noćašnji,1
antisrbina,1
tavčaru,1
tavčar,1
anarhista,6
nasera,1
sinoćnji,1
single,1
payment,1
area,1
17.350,1
bio-tehnologija,1
sleteti,1
džunior,1
dijagram,1
2024.godina,1
"3,9%",9
"0,9%",3
žandarma,1
branka,1
zaposlenik,1
govorno,1
blokadera,3
unormaliti,2
laborant,1
ordinacija,1
pomilovati,4
svatiti,1
dihtovati,1
ćebići,1
saniteti,2
29.136,1
83.673,1
29.000,1
83.000,1
58.000,1
149.000,1
koronarografija,2
kateterizacija,2
katarakt,1
tirškov,1
višegradski,2
linoleum,1
lifta,1
milita,1
prebiveti,1
sinoćan,1
upad,9
terminološki,5
ovolikati,1
siledživati,1
šaljet,1
brina,1
vlast8a,1
odbrojavati,2
neprepoznatljiv,1
huliganstvo,3
ubeđen,2
olabaviti,1
opredeljujeti,1
spontan,2
tirativan,1
nedodirljiv,1
svraćati,1
poznitan,1
prizotivno,1
sačuvatiti,2
liderstvo,1
odbrojavanje,1
prokletstvo,4
plenuma,14
marićević,1
jarok,1
1804,1
stupnja,1
nepovrediv,1
kolebanje,1
uljanov,1
uzlet,1
judžin,1
4.500,3
508.000,1
129.000,1
škorić,1
selekcionar,1
pesimističan,1
skepsa,2
lajpciški,2
poluproizvoda,1
transferisan,1
zadrugarstvo,6
usitniti,2
odnesti,1
voćarski,1
povrtarski,1
stočarska,1
košnica,1
"29,8",1
petrovo,1
tročlan,1
munjevit,1
munjevito,1
uzro,1
kanta,4
svrnuti,1
miholjski,3
kulinarstvo,1
neverovati,1
ljubivoj,1
ršumović,1
parologi,1
frizer,1
stolarski,1
vuklanizerski,1
enterijer,1
instalacija,2
širokopojasan,2
mladića,1
neoženiti,1
neudato,1
dodeljujati,1
osamostaljivati,1
tehnolog,1
plovan,1
četiri-pet,2
ogorčenje,1
radio-difuzan,1
pothraniti,1
disajan,2
lenjim,1
lenjinov,1
prizvuk,2
fundamentalno,1
fundament,5
ekpso,1
protivkandidat,1
uslužiti,2
prećutkivan,1
kontributor,1
neizostavno,1
dvostručiti,1
fokusiranje,1
migratoran,2
preokreneti,1
preokreniti,1
kohezija,2
učestati,2
vanuatu,1
benina,1
kurtoazan,1
intenzitet,1
vang,1
jiem,1
informiša,1
nastajući,1
vijetnam,1
baltički,1
rigi,1
samovolje,1
rivati,1
podriti,2
suzdržavanje,1
rasekotina,2
kancelarka,1
činjen,1
zpičalan,1
poplabar,1
evrointegracioni,1
precesan,1
stavljanin,1
neplaćen,1
vrbaški,2
seed,1
producer,1
feketić,1
markovica,1
tikić,2
sumnjičati,2
lojal,1
obavljani,1
kupoprodaja,1
slobodanka,1
telesno,1
uzročno-posledičan,1
vizuelno,1
ugiba,1
nastrešnik,1
obrušavanje,1
osvrnut,1
zamolnica,1
rubio,1
karolina,1
levid,1
patel,1
286.,1
sumnjičiti,1
vodomonter,1
lalinaca,1
malošište,1
vodovodno-kanioni,1
predračun,2
naisus,2
promont,3
erdeč,1
kraljevački,1
podvrgavati,1
alko-testiranje,1
nevršenje,1
utrošak,1
propratiti,3
suzdržanost,4
nasrtaja,1
"177,4",1
"177,2",1
spremno,1
konsenzualan,1
izmicati,1
naoporeziv,1
28.423,1
osamdesetak,1
odvijanje,4
zalogati,1
preseka,1
98.143,1
108.312,2
44.530,1
vrhunsko,1
17.748,2
komemorativan,2
poprimiti,2
prasiće,1
nepatvoren,1
strpeljiv,1
neprijavljen,2
strmoglav,1
dragocena,1
uskor,1
terena,2
opremati,3
iscrpljivanje,2
zakulisan,1
revolucionar,2
giganta,1
sloma,1
lišati,2
ešdaun,1
inkvizitorski,1
prvazac,1
instanca,1
krvariti,1
kurd,1
vražjati,1
lukavo,1
postojanost,1
rugosti,4
nasamaren,1
natapati,1
